O*NET-SOC Code;Title;Description;Area
51-2041.00;Konstrukciju metāla izgatavotājs un montieris;Izgatavo, novieto, izlīdzina un piestiprina konstrukciju metāla izstrādājumu daļas.;Ražošana
51-2051.00;Stikla šķiedras laminators un izgatavotājs;Laminē stikla šķiedras slāņus uz veidnēm, lai izveidotu laivu klājus un korpusus, golfa ratiņu korpusus, automašīnas vai citus izstrādājumus.;Ražošana
51-2061.00;Laika noteikšanas ierīču montētājs un regulētājs;Veic precīzu laika noteikšanas ierīču, piemēram, digitālo pulksteņu vai laika noteikšanas ierīču ar elektriskiem vai elektroniskiem komponentiem, montāžu vai regulēšanu, ievērojot šauru pielaidi.;Ražošana
51-2092.00;Komandas komplektētājs;Strādā kā daļai no komandas, kas ir atbildīga par visa produkta vai produkta sastāvdaļas montāžu. Komandas komplektētāji var veikt visus uzdevumus, ko komanda veic montāžas procesā, un rotēt visus vai lielāko daļu no tiem, nevis pastāvīgi uzticēt viņiem kādu konkrētu uzdevumu. Var piedalīties vadības lēmumu pieņemšanā, kas ietekmē darbu. Ietver komandas vadītājus, kas strādā kā daļa no komandas.;Ražošana
51-2099.00;Montētāji un izgatavotāji, viss pārējais;Visi montieri un izgatavotāji nav uzskaitīti atsevišķi.;Ražošana
51-3011.00;Maiznieks;Sajauc un cep sastāvdaļas, lai pagatavotu maizes, maizītes, cepumus, kūkas, pīrāgus, konditorejas izstrādājumus vai citus konditorejas izstrādājumus.;Ražošana
51-3021.00;Miesnieks un gaļas griezējs;Sagriež, sagriež vai sagatavo patērētāja izmēra gaļas porcijas lietošanai vai pārdošanai mazumtirdzniecības uzņēmumos.;Ražošana
51-3022.00;Gaļas, mājputnu un zivju griezējs un trimmeris;Izmanto rokas vai rokas instrumentus, lai veiktu ikdienas gaļas, mājputnu un jūras velšu griešanu un apgriešanu.;Ražošana
51-3023.00;Kautuves un gaļas fasētājs;Veic neparastas vai precīzas darbības, kas saistītas ar lielu gaļas porciju sagatavošanu. Darbs var ietvert specializētus kaušanas darbus, standarta vai augstākās kvalitātes gaļas izcirtņu sagriešanu tirdzniecībai, desu gatavošanu vai gaļas iesaiņošanu. Darbs parasti notiek kaušanas, gaļas iepakošanas vai vairumtirdzniecības uzņēmumos.;Ražošana
51-3091.00;Pārtikas un tabakas grauzdēšanas, cepšanas un žāvēšanas iekārtu operatori un apkalpotāji;Darbina vai kopj pārtikas vai tabakas grauzdēšanas, cepšanas vai žāvēšanas iekārtas, tostarp pavardu krāsnis, cepeškrāsns žāvētājus, grauzdēšanas iekārtas, ogles krāsnis un vakuuma žāvēšanas iekārtas.;Ražošana
51-3092.00;Pārtikas partiju ražotājs;Uzstāda un darbina iekārtas, kas sajauc vai sajauc pārtikas produktu ražošanā izmantotās sastāvdaļas. Ietver konfekšu un siera gatavotājus.;Ražošana
51-3093.00;Pārtikas gatavošanas mašīnu operatori un apkalpotāji;Pārtikas produktu pagatavošanai darbina vai apkopo gatavošanas iekārtas, piemēram, tvaika gatavošanas tvertnes, cepšanas katlus, spiediena katlus, tējkannas un katlus.;Ražošana
51-3099.00;Pārtikas pārstrādes darbinieki, visi pārējie;Visi pārtikas pārstrādes darbinieki, kas nav uzskaitīti atsevišķi.;Ražošana
51-4021.00;Ekstrūzijas un zīmēšanas mašīnu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Iestata, darbina vai apkalpo iekārtas, lai izspiestu vai ievilktu termoplastiskus vai metāla materiālus caurulēs, stieņos, šļūtenēs, stieplēs, stieņos vai konstrukcijās.;Ražošana
51-4022.00;Kalšanas mašīnu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai rūpējas par kalšanas mašīnām, lai tās sašaurinātu, veidotu vai veidotu metāla vai plastmasas daļas.;Ražošana
51-4023.00;Velmēšanas iekārtu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Iestata, darbina vai apkopo mašīnas, lai velmētu tērauda vai plastmasas formēšanas līkumus, lodītes, rievas, ruļļus vai plātnes, vai saplacinātu, atlaidinātu vai samazinātu materiāla izmēru.;Ražošana
51-4031.00;Griešanas, štancēšanas un presēšanas iekārtu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkopo mašīnas, lai zāģētu, grieztu, cirptu, sagrieztu, caurumotu, gofrētu, ierobinātu, saliektu vai iztaisnotu metāla vai plastmasas materiālus.;Ražošana
51-4032.00;Urbšanas un urbšanas darbgaldu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkalpo urbjmašīnas, lai urbtu, urbtu, rīvētu, frēzētu vai iegremdētu metāla vai plastmasas sagataves.;Ražošana
51-4033.00;Slīpēšanas, pārklāšanas, pulēšanas un pulēšanas darbgaldu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Iestata, darbina vai kopj slīpēšanas un saistītos instrumentus, kas noņem virsmām lieko materiālu vai urbumus, noasina malas vai stūrus vai pulē, slīpē vai pulē metāla vai plastmasas apstrādājamās detaļas.;Ražošana
51-4034.00;Virpu un virpošanas darbgaldu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Iestata, darbina vai apkopo virpas un virpošanas mašīnas, lai tās varētu virpot, urbt, vīt, formēt vai saskarties ar metāla vai plastmasas materiāliem, piemēram, stieplēm, stieņiem vai stieņiem.;Ražošana
51-4035.00;Frēzēšanas un ēvelēšanas mašīnu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkopo frēzēšanas vai ēvelēšanas mašīnas, lai frēzētu, ēvelētu, veidotu, gropētu vai profilētu metāla vai plastmasas apstrādājamās detaļas.;Ražošana
51-4041.00;Mašīnisti;Iestata un darbina dažādus darbgaldus, lai izgatavotu precīzas detaļas un instrumentus no metāla. Ietver precīzijas instrumentu ražotājus, kas ražo, pārveido vai remontē mehāniskos instrumentus. Var arī izgatavot un pārveidot detaļas, lai izgatavotu vai remontētu darbgaldus vai uzturētu rūpnieciskās iekārtas, izmantojot zināšanas par mehāniku, matemātiku, metāla īpašībām, izkārtojumu un apstrādes procedūrām.;Ražošana
51-4051.00;Metāla rafinēšanas krāšņu operatori un apkalpotāji;Darbina vai apkalpo krāsnis, piemēram, gāzes, naftas, ogļu, elektriskā loka vai elektriskās indukcijas, martena vai skābekļa krāsnis, lai izkausētu un attīrītu metālu pirms liešanas vai ražotu noteikta veida tēraudu.;Ražošana
51-4052.00;Lējēji un liešanas strādnieki, metāls;Darbina ar roku vadāmus mehānismus, lai ielietu un regulētu izkausēta metāla plūsmu veidnēs, lai ražotu lējumus vai lietņus.;Ražošana
51-4061.00;Modeļu izgatavotāji, metāls un plastmasa;Iestata un darbina mašīnas, piemēram, virpas, frēzēšanas un gravēšanas iekārtas, kā arī urbjus, lai izgatavotu metāla vai plastmasas priekšmetu darba modeļus. Ietver veidņu veidotājus.;Ražošana
51-4062.00;Rakstu veidotāji, metāls un plastmasa;Izklāj, apstrādā, piestiprina un saliek lējumus un detaļas pēc metāla vai plastmasas liešanas paraugiem, serdeņu kastēm vai saskaņošanas plāksnēm.;Ražošana
51-4071.00;Liešanas veidņu un serdeņu veidotājs;Izgatavo vai veido vaska vai smilšu serdes vai veidnes, ko izmanto metāllējumu ražošanā lietuvēs.;Ražošana
51-4072.00;Formēšanas, serdeņu izgatavošanas un liešanas mašīnu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkopo metāla vai plastmasas liešanas, liešanas vai serdeņu veidošanas iekārtas, lai veidotu vai atlietu metāla vai termoplastiskas daļas vai izstrādājumus.;Ražošana
51-4081.00;Vairāki darbgaldu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkopo vairāk nekā viena veida griešanas vai formēšanas darbgaldus vai robotus.;Ražošana
51-4111.00;Instrumentu un štanču izgatavotāji;Analizē specifikācijas, izkārto metāla materiālus, iestata un darbina darbgaldus, kā arī uzstāda un montē detaļas, lai izgatavotu un labotu presformas, griezējinstrumentus, džigas, armatūras, mērinstrumentus un mašīnistu rokas instrumentus.;Ražošana
51-4121.00;Metinātājs, griezējs, lodētājs un lodētājs;Izmanto roku metināšanas, liesmas griešanas, rokas lodēšanas vai cietlodēšanas iekārtas, lai metinātu vai savienotu metāla detaļas vai aizpildītu gatavo metāla izstrādājumu caurumus, ievilkumus vai šuves.;Ražošana
51-4122.00;Metināšanas, lodēšanas un cietlodēšanas iekārtu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai apkalpo metināšanas, lodēšanas vai cietlodēšanas iekārtas vai robotus, kas metina, lodē, lodē vai termiski apstrādā metāla izstrādājumus, sastāvdaļas vai mezglus. Ietver strādniekus, kuri izmanto lāzergriezējus vai lāzerstaru iekārtas.;Ražošana
51-4191.00;Termiskās apstrādes iekārtu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apkopo sildīšanas iekārtas, piemēram, termiskās apstrādes krāsnis, liesmas cietināšanas mašīnas, indukcijas mašīnas, mērcēšanas bedres vai vakuuma iekārtas metāla vai plastmasas priekšmetu rūdīšanai, sacietēšanai, atkausēšanai vai termiskai apstrādei.;Ražošana
51-4192.00;Maketēšanas darbinieki, metāls un plastmasa;Izkārto atskaites punktus un izmērus uz metāla vai plastmasas materiāliem vai sagatavēm, piemēram, loksnēm, plāksnēm, caurulēm, konstrukcijas formām, lējumiem vai mašīnu daļām turpmākai apstrādei. Ietver kuģu montierus.;Ražošana
51-4193.00;Apšuvuma mašīnu uzstādītāji, operatori un apkalpotāji, metāls un plastmasa;Uzstāda, darbina vai apstrādā apšuvuma iekārtas, lai pārklātu metāla vai plastmasas izstrādājumus ar hromu, cinku, varu, kadmiju, niķeli vai citu metālu, lai aizsargātu vai dekorētu virsmas. Parasti pārklājamo produktu iegremdē izkausētā metālā vai elektrolītiskā šķīdumā.;Ražošana
51-4194.00;Instrumentu slīpētāji, vīlētāji un asinātāji;Veic metāla priekšmetu precīzu gludināšanu, asināšanu, pulēšanu vai slīpēšanu.;Ražošana
51-4199.00;Metāla strādnieki un plastmasas strādnieki, viss pārējais;Visi metālapstrādes un plastmasas strādnieki nav uzskaitīti atsevišķi.;Ražošana
51-5111.00;Pirmsdrukas tehniķis un strādnieks;Formatē un pārbauda dizaineru un klientu iesniegto tekstu un attēlus gatavās lapās, kuras var izdrukāt. Ietver digitālo un fotoattēlu salikumu. Var ražot iespiedplates.;Ražošana
51-5112.00;Iespiedmašīnu operatori;Iestata un darbina digitālās, augstspiedes, litogrāfijas, fleksogrāfijas, dobspiedes vai citas iespiedmašīnas. Ietver īstermiņa ofseta iespiedmašīnas.;Ražošana
51-5113.00;Drukas iesiešanas un apdares strādnieks;Iesien grāmatas un citas publikācijas vai pabeidz iespieddarbus ar rokām vai mašīnu. Var uzstādīt iesiešanas un apdares mašīnas.;Ražošana
51-6011.00;Veļas mazgātavas un ķīmiskās tīrīšanas darbinieks;Darbina vai kopj veļas vai ķīmiskās tīrīšanas mašīnas, lai mazgātu vai ķīmiski tīrītu rūpnieciskos vai mājsaimniecības priekšmetus, piemēram, auduma apģērbus, zamšādu, ādu, kažokādas, segas, drapērijas, veļu, paklājus un paklājus. Ietver šo izstrādājumu noteicējus un krāsotājus.;Ražošana
51-6021.00;Presētāji, tekstilizstrādājumi, apģērbi un saistītie materiāli;Presē vai veido izstrādājumus ar rokām vai mašīnu.;Ražošana
51-6031.00;Šujmašīnu operatori;Darbina vai apkalpo šujmašīnas, lai savienotu, pastiprinātu, izrotātu vai veiktu saistītas šūšanas darbības apģērbu vai neapģērbu izstrādājumu ražošanā.;Ražošana
51-6041.00;Apavu un ādas strādnieks un remontētājs;Veido, dekorē vai labo ādas un ādai līdzīgus izstrādājumus, piemēram, bagāžu, apavus un sēdekļus. Var izmantot rokas instrumentus.;Ražošana
51-6042.00;Apavu mašīnu operatori un apkalpotāji;Darbina vai apkalpo dažādas mašīnas, lai savienotu, dekorētu, pastiprinātu vai pabeigtu apavus un apavu daļas.;Ražošana
51-6051.00;Rokas šuvēji;Šuj, savieno, pastiprina vai apdari, parasti ar adatu un diegu, dažādus ražotus priekšmetus. Ietver audējus un šuvējus.;Ražošana
51-6052.00;Drēbnieki, kleitu šuvējas un individuālā pasūtījuma šuvēji;Izstrādā, izgatavo, pārveido, labo vai pielāgo apģērbu.;Ražošana
51-6061.00;Tekstilizstrādājumu balināšanas un krāsošanas iekārtu operatori un apkalpotāji;Darbina vai kopj iekārtas, lai balinātu, saruktu, mazgātu, krāsotu vai pabeigtu tekstilizstrādājumus vai sintētiskās vai stikla šķiedras.;Ražošana
51-6062.00;Tekstilizstrādājumu griešanas mašīnu uzstādītāji, operatori un apkalpotāji;Iestata, darbina vai apkopo mašīnas, kas griež tekstilizstrādājumus.;Ražošana
51-6063.00;Tekstilizstrādājumu adīšanas un aušanas mašīnu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai kopj mašīnas, kas ada, cilpas, auž vai zīmē tekstilizstrādājumus.;Ražošana
51-6064.00;Tekstilizstrādājumu uztīšanas, vīšanas un izvilkšanas mašīnu uzstādītāji, operatori un apkalpotāji;"Uzstāda, darbina vai apkopo mašīnas, kas tin vai griež tekstilizstrādājumus; vai izvelk un apvieno šķembas, piemēram, vilnas, kaņepju vai sintētiskās šķiedras. Ietver slubber mašīnas un rasēšanas rāmja operatorus.";Ražošana
51-6091.00;Ekstrudēšanas un formēšanas mašīnu iestatītāji, operatori un apkalpotāji, sintētiskās un stikla šķiedras;Uzstāda, darbina vai apkopo iekārtas, kas izspiež un veido nepārtrauktus pavedienus no sintētiskiem materiāliem, piemēram, šķidra polimēra, viskozes un stiklplasta.;Ražošana
51-6092.00;Audumu un apģērbu modeļu veidotājs;Zīmē un konstruē precīzas meistara auduma modeļu vai izkārtojumu komplektus. Var arī marķēt un griezt audumus un apģērbu.;Ražošana
51-6093.00;Polsterētājs;Izgatavot, labot vai nomaina polsterējumu mājsaimniecības mēbelēm vai transporta līdzekļiem.;Ražošana
51-6099.00;Tekstilizstrādājumu, apģērbu un mēbeļu strādnieki, viss pārējais;Visi tekstilizstrādājumu, apģērbu un mēbeļu ražošanas darbinieki, kas nav minēti atsevišķi.;Ražošana
51-7011.00;Mēbeļu galdnieki un namdari;Izgriež, veido un montē koka izstrādājumus vai uzstāda un darbina dažādas kokapstrādes mašīnas, piemēram, mehāniskos zāģus, šuvējus un zāģmateriālus, lai apstrādātu, grieztu vai veidotu zāģmateriālus vai izgatavotu detaļas koka izstrādājumiem.;Ražošana
51-7021.00;Mēbeļu apdarinātāji;Veido, apdari un no jauna apdari bojātas, nolietotas vai lietotas mēbeles vai jaunas augstas kvalitātes mēbeles līdz noteiktai krāsai vai apdarei.;Ražošana
51-7031.00;Modeļu veidotāji, koks;Izstrādā pilna izmēra un mēroga koka precizitātes modeļus. Ietver koka džigu celtniekus un bēniņu strādniekus.;Ražošana
51-7032.00;Veidņu izgatavotāji, koks;Plāno, izkārto un konstruē koka elementu vai sekciju modeļus, ko izmanto smilšu veidņu veidošanai lēšanai.;Ražošana
51-7041.00;Zāģmašīnu uzstādītāji, operatori un apkalpotāji, koksne;Uzstāda, darbina vai kopj koka zāģmašīnas. Var darbināt datorizētas ciparvadības (CNC) iekārtas. Ietver svina zāģmateriālus.;Ražošana
51-7042.00;Kokapstrādes mašīnu uzstādītāji, operatori un apkalpotāji, izņemot zāģēšanu;Uzstāda, darbina vai kopj kokapstrādes mašīnas, piemēram, urbjmašīnas, virpas, formētājus, frēzes, slīpmašīnas, ēveles un koka naglošanas mašīnas. Var darbināt datorizētas ciparvadības (CNC) iekārtas.;Ražošana
51-7099.00;Kokapstrādnieki, visi pārējie;Visi kokapstrādes darbinieki nav uzskaitīti atsevišķi.;Ražošana
51-8011.00;Kodolreaktoru operatori;Darbina vai kontrolē kodolreaktorus. Pārvieto vadības stieņus, startēt un apturēt iekārtas, uzrauga un regulē vadības ierīces un reģistrē datus žurnālos. Ja nepieciešams, īsteno ārkārtas procedūras. Var reaģēt uz anomālijām, noteikt cēloni un ieteikt korektīvas darbības.;Ražošana
51-8012.00;Strāvas sadalītājs un dispečeris;Koordinē, regulē vai sadala elektrību vai tvaiku.;Ražošana
51-8013.00;Elektrostaciju operatori;Kontrolē, darbina vai uztur iekārtas, lai ražotu elektroenerģiju. Ietver palīgiekārtu operatorus.;Ražošana
51-8013.03;Biomasas rūpnīcu tehniķi;Kontrolē un uzrauga biomasas stacijas darbības un veic apkopi pēc vajadzības.;Ražošana
51-8013.04;Hidroelektrostaciju tehniķi;Uzrauga un kontrolē darbības, kas saistītas ar hidroenerģijas ražošanu. Darbina iekārtas aprīkojumu, piemēram, turbīnas, sūkņus, vārstus, vārtus, ventilatorus, elektriskās vadības paneļus un akumulatoru bankas. Pārraudzī aprīkojuma darbību un veiktspēju un veic nepieciešamos pielāgojumus, lai nodrošinātu optimālu veiktspēju. Ja nepieciešams, veic aprīkojuma apkopi un remontu.;Ražošana
51-8021.00;Stacionārie inženieri un katlu operatori;Darbina vai apkopo stacionārus dzinējus, katlus vai citas mehāniskās iekārtas, lai nodrošinātu komunālo pakalpojumu ēkām vai rūpnieciskiem procesiem. Darbina iekārtas, piemēram, tvaika dzinējus, ģeneratorus, motorus, turbīnas un tvaika katlus.;Ražošana
51-8031.00;Ūdens un notekūdeņu attīrīšanas iekārtu un sistēmu operatori;Vada vai kontrolē visu procesu vai iekārtu sistēmu, bieži izmantojot vadības paneļus, lai pārvietotu vai attīrītu ūdeni vai notekūdeņus.;Ražošana
51-8091.00;Ķīmiskās rūpnīcas un sistēmu operatori;Kontrolē vai darbina visus ķīmiskos procesus vai mašīnu sistēmu.;Ražošana
51-8092.00;Gāzes iekārtu operatori;Izplata vai apstrādā gāzi komunālajiem uzņēmumiem un citiem, kontrolējot kompresorus, lai uzturētu noteiktu spiedienu maģistrālajos cauruļvados.;Ražošana
51-8093.00;Naftas sūkņu sistēmu operatori, naftas pārstrādes rūpnīcu operatori un mērierīces;Pārvalda vai kontrolē naftas rafinēšanas vai pārstrādes iekārtas. Var specializēties kolektoru un sūknēšanas sistēmu kontrolē, eļļas mērīšanā vai testēšanā uzglabāšanas tvertnēs vai eļļas plūsmas regulēšanā cauruļvados.;Ražošana
51-8099.00;Iekārtu un sistēmu operatori, visi pārējie;Visi iekārtu un sistēmu operatori nav uzskaitīti atsevišķi.;Ražošana
51-8099.01;Biodegvielas apstrādes tehniķi;Aprēķina, mēra, ievieto, samaisa un apstrādā rafinētu izejvielu ar piedevām fermentācijas vai reakcijas procesa traukos un uzrauga ražošanas procesu. Veic un reģistrē iekārtas apkopi, remontu un drošības pārbaudes.;Ražošana
51-9011.00;Ķīmisko iekārtu operatori un apkalpotāji;Darbina vai kopj iekārtas, lai kontrolētu ķīmiskās izmaiņas vai reakcijas rūpniecisko vai patēriņa preču apstrādē. Izmantotais aprīkojums ietver devulkanizatorus, tējkannas ar tvaika apvalku un reaktora tvertnes.;Ražošana
51-9012.00;Atdalīšanas, filtrēšanas, dzidrināšanas, izgulsnēšanas un nekustināšanas iekārtu iestatītāji, operatori un apkalpotāji;"Uzstāda, darbina vai apkalpo nepārtrauktas plūsmas vai tvertnes tipa iekārtas; filtru preses; kratītāju ekrāni; centrifūgas; kondensatora caurules; izgulsnēšanas, raudzēšanas vai iztvaicēšanas tvertnes; tīrīšanas torņi; vai partiju destilācijas. Šīs iekārtas ekstrahē, šķiro vai atdala šķidrumus, gāzes vai cietās vielas no citiem materiāliem, lai atgūtu rafinētu produktu. Ietver piena pārstrādes iekārtu operatorus.";Ražošana
51-9021.00;Smalcināšanas, slīpēšanas un pulēšanas mašīnu uzstādītāji, operatori un apkalpotāji;Iestata, darbina vai apkalpo mašīnas, lai sasmalcinātu, slīpētu vai pulētu materiālus, piemēram, ogles, stiklu, graudus, akmeni, pārtiku vai gumiju.;Ražošana
51-9022.00;Slīpēšanas un pulēšanas strādnieki, rokas;Izmantojot rokas instrumentus vai rokas elektroinstrumentus, slīpē, slīpē vai pulē dažādus metāla, koka, akmens, māla, plastmasas vai stikla priekšmetus. Ietver šķeldotājus, buferus un apdari.;Ražošana
51-9023.00;Sajaukšanas un blendēšanas mašīnu iestatītāji, operatori un apkalpotāji;Iestata, darbina vai apkalpo iekārtas, lai sajauktu vai sajauktu materiālus, piemēram, ķīmiskas vielas, tabaku, šķidrumus, krāsu pigmentus vai sprādzienbīstamas sastāvdaļas.;Ražošana
51-9031.00;Rokas griezējs un trimmeris;Izmanto rokas instrumentus vai rokas elektroinstrumentus, lai grieztu un apgrieztu dažādus ražotus priekšmetus, piemēram, paklāju, audumu, akmeni, stiklu vai gumiju.;Ražošana
51-9032.00;Griešanas un griešanas mašīnu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai kopj mašīnas, kas griež vai sagriež materiālus, piemēram, stiklu, akmeni, korķi, gumiju, tabaku, pārtiku, papīru vai izolācijas materiālu.;Ražošana
51-9041.00;Ekstrudēšanas, formēšanas, presēšanas un blīvēšanas iekārtu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai kopj mašīnas, piemēram, stikla formēšanas mašīnas, urbšanas mašīnas un bumbuļu apstrādes iekārtas, lai veidotu un veidotu tādus izstrādājumus kā stikla izstrādājumi, pārtika, gumija, ziepes, ķieģeļi, flīzes, māls, vasks, tabaka vai kosmētika.;Ražošana
51-9051.00;Krāšņu, cepļu, cepeškrāsns, žāvētāju un tējkannu operatori un apkalpotāji;Darbina vai apkopo apkures iekārtas, kas nav pamata metāla, plastmasas vai pārtikas apstrādes iekārtas. Ietver tādas darbības kā stikla atkausēšana, zāģmateriālu žāvēšana, gumijas konservēšana, mitruma noņemšana no materiāliem vai ziepju vārīšana.;Ražošana
51-9061.00;Inspektors, testētājs, šķirotājs, paraugu ņēmējs un svērējs;Pārbauda, pārbauda, šķiro, paraugus vai nosver nelauksaimnieciskas izejvielas vai apstrādātas, mehāniski apstrādātas, izgatavotas vai saliktas daļas vai izstrādājumus, lai noteiktu defektus, nodilumu un novirzes no specifikācijām. Var izmantot precīzijas mērinstrumentus un sarežģītas pārbaudes iekārtas.;Ražošana
51-9071.00;Juvelieris un dārgakmeņu un metālu strādnieks;Izstrādā, izgatavo, pielāgo, labo vai novērtē rotaslietas, zeltu, sudrabu, citus dārgmetālus vai dārgakmeņus.;Ražošana
51-9071.06;Dārgakmeņu un dimantu strādnieks;Izgatavo, apdari vai novērtē dārgakmeņu un dimantu kvalitāti, ko izmanto juvelierizstrādājumos vai rūpnieciskajos instrumentos.;Ražošana
51-9081.00;Zobu laboratorijas tehniķi;Pilnu vai daļēju protēžu vai zobārstniecības ierīču izgatavošana un remonts.;Ražošana
51-9082.00;Medicīnas iekārtu tehniķi;Konstruē, uztur vai labot medicīniskās atbalsta ierīces, piemēram, breketes, ortozes un protezēšanas ierīces, locītavas, arkas balstus un citas ķirurģiskas un medicīniskās ierīces.;Ražošana
51-9083.00;Oftalmoloģiskie laboratorijas tehniķi;Griež, slīpē un pulē brilles, kontaktlēcas vai citus precīzus optiskos elementus. Saliek un ievieto objektīvus rāmjos vai apstrādā citus optiskos elementus. Ietver precīzijas lēcu pulēšanas vai slīpmašīnas, centrēšanas-malas un objektīvu stiprinājumus.;Ražošana
51-9111.00;Iepakošanas un iepildīšanas iekārtu operatori un apkalpotāji;Darbina vai apkalpo iekārtas, lai sagatavotu rūpnieciskos vai patēriņa produktus uzglabāšanai vai nosūtīšanai. Ietver konservu rūpnīcas darbiniekus, kas iepako pārtikas produktus.;Ražošana
51-9123.00;Krāsošanas, pārklāšanas un dekorēšanas darbinieks;Krāso, pārklāj vai dekorē priekšmetus, piemēram, mēbeles, stiklu, traukus, keramikas izstrādājumus, rotaslietas, rotaļlietas, grāmatas vai ādu.;Ražošana
51-9124.00;Pārklāšanas, krāsošanas un smidzināšanas mašīnu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai apkalpo izsmidzināšanas vai velmēšanas iekārtas, lai pārklātu vai krāsotu jebkuru no dažādiem izstrādājumiem, tostarp stikla traukus, audumu, keramiku, metālu, plastmasu, papīru vai koku, ar laku, sudrabu, varu, gumiju, laku, glazūru, emalju, eļļu vai rūsas necaurlaidīgiem materiāliem. Ietver transportlīdzekļu krāsotājus, piemēram, krāsotājus automašīnu virsbūves remonta iekārtās.;Ražošana
51-9141.00;Pusvadītāju apstrādes tehniķi;"Elektronisko pusvadītāju ražošanā veic jebkuru vai visas no šīm funkcijām: ievietot pusvadītāju materiālu krāsnī; sazāģēja izveidotos lietņus segmentos; ievietot atsevišķu segmentu kristāla audzēšanas kamerā un monitora vadīklas; nosaka kristāla asi lietņos, izmantojot rentgena iekārtu, un iezāģēt lietņus plāksnēs; un notīra, pulē un ievieto vafeles īpašām krāsnīm, ķīmiskajām vannām un iekārtām, ko izmanto, lai izveidotu shēmas un mainītu vadītspējas īpašības.";Ražošana
51-9151.00;Fotogrāfijas procesu darbinieki un apstrādes iekārtu operatori;Veic darbu, kas saistīts ar fotoattēlu izstrādi un apstrādi no filmas vai digitālajiem medijiem. Var veikt precīzus uzdevumus, piemēram, fotoattēlu negatīvu un izdruku rediģēšanu.;Ražošana
51-9161.00;Datoru skaitliski kontrolētu rīku operatori;Darbina ar datoru kontrolētus instrumentus, mašīnas vai robotus, lai apstrādātu vai apstrādātu detaļas, instrumentus vai citus no metāla, plastmasas, koka, akmens vai citiem materiāliem izgatavotas detaļas. Var arī uzstādīt un uzturēt aprīkojumu.;Ražošana
51-9162.00;Datoru skaitliski vadāmo rīku programmētājs;Izstrādā programmas, lai kontrolētu materiālu apstrādi vai apstrādi ar automātiskajiem darbgaldiem, iekārtām vai sistēmām. Var arī uzstādīt, darbināt vai uzturēt aprīkojumu.;Ražošana
51-9191.00;Līmēšanas mašīnu operatori un apkalpotāji;"Darbina vai kopj līmēšanas mašīnas, kurās izmanto līmvielas, lai savienotu priekšmetus tālākai apstrādei vai izveidotu gatavu produktu. Procesi ietver finiera lokšņu savienošanu saplāksnī; līmēšanas papīrs; vai savienojot gumijas un gumijota auduma daļas, plastmasas, mākslīgās ādas vai citus materiālus.";Ražošana
51-9192.00;Tīrīšanas, mazgāšanas un metāla kodināšanas iekārtu operatori un apkalpotāji;Darbina vai kopj mašīnas, lai mazgātu vai tīrītu produktus, piemēram, mucas vai mucas, stikla priekšmetus, skārda plāksni, pārtiku, celulozi, ogles, plastmasu vai gumiju, lai noņemtu piemaisījumus.;Ražošana
51-9193.00;Dzesēšanas un saldēšanas iekārtu operatori un apkalpotāji;Darbina vai apkopo tādas iekārtas kā dzesēšanas un saldēšanas iekārtas, ledusskapjus, partiju saldētavas un saldēšanas tuneļus, lai atdzesētu vai sasaldētu produktus, pārtiku, asins plazmu un ķīmiskās vielas.;Ražošana
51-9194.00;Kodinātājs un gravieris;Iegravē vai iegravē metālu, koku, gumiju vai citus materiālus. Ietver tādus darbiniekus kā kodinātāju ķēžu procesori, pantogrāfu gravieri un sietspiedes kodinātāji.;Ražošana
51-9195.00;Formētāji, veidotāji un lējēji, izņemot metālu un plastmasu;Veido, veido, veido, lej vai greb izstrādājumus, piemēram, pārtikas produktus, figūriņas, flīzes, caurules un sveces, kas sastāv no māla, stikla, ģipša, betona, akmens vai materiālu kombinācijām.;Ražošana
51-9195.03;Akmens griezēji un griezēji, ražošana;Izgriež vai izgreb akmeni pēc shēmām un modeļiem.;Ražošana
51-9195.04;Stikla pūtēji, formētāji, locītāji un apdares ierīces;Veido izkausētu stiklu atbilstoši paraugiem.;Ražošana
